Date,Open,High,Low,Close,Adj Close,Volume
2019-09-17,52.049999,52.139999,51.349998,51.950001,51.665653,19641100
2019-09-18,52.130001,52.130001,51.160000,51.740002,51.456802,14906800
2019-09-19,51.700001,51.990002,51.500000,51.570000,51.287731,11428400
2019-09-20,51.599998,51.880001,50.560001,50.720001,50.442387,37067900
2019-09-23,50.830002,51.230000,50.389999,50.900002,50.621399,18916600
2019-09-24,51.099998,51.180000,49.639999,49.820000,49.547310,28197400
2019-09-25,49.750000,51.209999,49.419998,51.020000,50.740742,19486700
2019-09-26,50.980000,51.150002,50.340000,50.919998,50.641289,11351800
2019-09-27,50.630001,51.220001,50.340000,50.779999,50.502056,14845700
2019-09-30,51.189999,51.599998,50.939999,51.529999,51.247952,13652100
2019-10-01,51.970001,52.240002,50.430000,50.759998,50.482162,18413100
2019-10-02,50.310001,50.369999,48.980000,49.389999,49.119663,20078700
2019-10-03,49.500000,50.070000,48.529999,50.029999,49.756161,16320100
2019-10-04,50.349998,50.970001,50.029999,50.919998,50.641289,12644900
2019-10-07,50.700001,51.230000,50.560001,50.619999,50.342930,12081400
2019-10-08,50.160000,50.480000,49.610001,49.730000,49.457802,17409100
2019-10-09,50.470001,50.790001,50.150002,50.480000,50.203697,11834900
2019-10-10,50.410000,51.779999,50.400002,51.110001,50.830250,13907900
2019-10-11,52.000000,52.790001,51.820000,52.090000,51.804886,24072500
2019-10-14,51.900002,51.950001,51.439999,51.639999,51.357349,15016800
2019-10-15,51.930000,53.070000,51.830002,52.650002,52.361820,18878100
2019-10-16,52.349998,52.560001,52.119999,52.450001,52.162914,14769300
2019-10-17,52.639999,52.840000,51.380001,51.860001,51.576145,16533900
2019-10-18,51.750000,51.820000,51.029999,51.360001,51.078880,16974100
2019-10-21,51.520000,52.169998,51.340000,52.130001,51.844669,12189000
2019-10-22,51.900002,52.320000,51.889999,52.009998,51.725323,13114300
2019-10-23,51.369999,51.959999,51.200001,51.720001,51.436913,15887500
2019-10-24,52.090000,52.430000,51.430000,52.230000,51.944118,23413000
2019-10-25,54.189999,56.610001,53.919998,56.459999,56.150967,59767700
2019-10-28,56.380001,56.810001,56.060001,56.759998,56.449322,32307500
2019-10-29,56.369999,57.240002,56.240002,56.340000,56.031624,18155800
2019-10-30,56.320000,56.630001,55.619999,56.599998,56.290199,15248000
2019-10-31,56.330002,56.599998,55.619999,56.529999,56.220581,19249700
2019-11-01,55.939999,56.650002,55.619999,56.509998,56.200691,17953500
2019-11-04,56.930000,57.799999,56.849998,57.610001,57.294674,19068000
2019-11-05,57.470001,58.349998,57.209999,57.549999,57.235001,20865400
2019-11-06,57.490002,57.709999,56.980000,57.599998,57.599998,17721000
2019-11-07,58.000000,58.549999,57.860001,58.049999,58.049999,16962800
2019-11-08,57.849998,58.299999,57.310001,58.270000,58.270000,11888900
2019-11-11,57.970001,58.500000,57.900002,58.349998,58.349998,11228900
2019-11-12,58.400002,58.799999,58.029999,58.200001,58.200001,11952500
2019-11-13,57.869999,57.970001,57.349998,57.889999,57.889999,15332700
2019-11-14,57.610001,58.040001,57.570000,57.810001,57.810001,12119000
2019-11-15,58.169998,58.700001,57.619999,57.959999,57.959999,16112100
2019-11-18,57.700001,58.480000,57.570000,58.250000,58.250000,16097500
2019-11-19,58.480000,58.650002,57.750000,58.349998,58.349998,17061900
2019-11-20,58.259998,58.360001,57.369999,57.900002,57.900002,18542300
2019-11-21,57.490002,58.299999,57.410000,58.220001,58.220001,16139000
2019-11-22,58.340000,58.650002,57.490002,57.610001,57.610001,15690200
2019-11-25,58.000000,58.840000,58.000000,58.810001,58.810001,15011700
2019-11-26,58.950001,59.130001,58.450001,58.900002,58.900002,22338700
2019-11-27,58.529999,58.590000,57.910000,58.509998,58.509998,18184200
2019-11-29,58.150002,58.299999,57.790001,58.049999,58.049999,9481100
2019-12-02,58.549999,58.689999,57.470001,57.660000,57.660000,19154500
2019-12-03,56.860001,56.860001,55.750000,56.070000,56.070000,25737400
2019-12-04,56.660000,56.660000,55.860001,56.020000,56.020000,18881400
2019-12-05,56.410000,56.410000,55.759998,56.080002,56.080002,17673700
2019-12-06,56.660000,56.990002,56.419998,56.810001,56.810001,16477405
